Name,Kind,Slot,HitKind,MultPve,MultPvp,Notes
Roar Medallion,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Roar,1.15,1.05,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Rotten Winged Sword Insignia,Talisman,Passive,All,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Skill,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,ChargedSkill,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Crit,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Jump,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,ChargedR2,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Successive,1.13,1.13,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Physical,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Dashing,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,FinalLight,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,GuardCounter,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Horseback,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,KickStomp,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Magma,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Perfume,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Pot,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Ranged,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,RangedAimed,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Roar,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,RollBackstep,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,Storm,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,ThrownWeapon,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Rotten Winged Sword Insignia,Talisman,Passive,TwoHanded,1.0,1.0,Max successive tier 1.13x. Multiplies with Thorny (tear).
Royal Knight's Resolve,Ash,Unique,All,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Skill,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,ChargedSkill,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Crit,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Jump,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,ChargedR2,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Successive,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Physical,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Dashing,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,FinalLight,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,GuardCounter,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Horseback,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,KickStomp,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Magma,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Perfume,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Pot,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Ranged,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,RangedAimed,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Roar,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,RollBackstep,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,Storm,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,ThrownWeapon,1.8,1.8,10s unique self-buff. Overwrites Determination.
Royal Knight's Resolve,Ash,Unique,TwoHanded,1.8,1.8,10s unique self-buff. Overwrites Determination.
Shard of Alexander,Talisman,Passive,All,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Skill,1.15,1.15,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,ChargedSkill,1.15,1.15,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Crit,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Jump,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,ChargedR2,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Successive,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Physical,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Dashing,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,FinalLight,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,GuardCounter,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Horseback,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,KickStomp,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Magma,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Perfume,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Pot,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Ranged,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,RangedAimed,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Roar,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,RollBackstep,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,Storm,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,ThrownWeapon,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Shard of Alexander,Talisman,Passive,TwoHanded,1.0,1.0,All weapon skills. Stacks with Godfrey on charged skills.
Sharpshot Talisman,Talisman,Passive,All,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,RangedAimed,1.12,1.08,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Sharpshot Talisman,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.12x (1.08x in PvP) with aimed arrow / bolt  attacks (crosshair aiming)
Shattered Stone Talisman,Talisman,Passive,All,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,KickStomp,1.1,1.05,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Shattered Stone Talisman,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with kicking / stomping skills
Smithing Talisman,Talisman,Passive,All,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,ThrownWeapon,1.1,1.05,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Smithing Talisman,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.1x (1.05x in PvP)  with weapon-throwing attacks
Spiked Cracked Tear,Tear,Tear,All,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Skill,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,ChargedSkill,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Crit,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Jump,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,ChargedR2,1.15,1.15,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Successive,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Physical,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Dashing,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,FinalLight,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,GuardCounter,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Horseback,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,KickStomp,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Magma,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Perfume,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Pot,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Ranged,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,RangedAimed,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Roar,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,RollBackstep,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,Storm,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,ThrownWeapon,1.0,1.0,Charged R2 1.15x. Does not buff skills.
Spiked Cracked Tear,Tear,Tear,TwoHanded,1.0,1.0,Charged R2 1.15x. Does not buff skills.
St. Trina's Smile,Talisman,Passive,All,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Skill,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,ChargedSkill,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Crit,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Jump,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,ChargedR2,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Successive,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Physical,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Dashing,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,FinalLight,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,GuardCounter,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Horseback,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,KickStomp,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Magma,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Perfume,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Pot,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Ranged,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,RangedAimed,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Roar,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,RollBackstep,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,Storm,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,ThrownWeapon,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
St. Trina's Smile,Talisman,Passive,TwoHanded,1.2,1.12,Increases damage by 1.2x (1.12x in PvP) for 30 seconds when sleep is triggered within 7m
Talisman of the Dread,Talisman,Passive,All,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
